source_type,intermediate_type,descending_type,intermediate_neurons,path_instances,total_visual_to_intermediate_weight,total_intermediate_to_descending_weight
LPLC2,PLP093,DNp104,1,2,20,205
LPLC2,VSm,DNp53,4,8,38,204
LPLC2,PVLP141,MDN,2,8,184,204
LC4,PVLP141,MDN,2,8,6156,204
LPLC2,PVLP122,DNp69,6,10,1349,203
LC4,PVLP122,DNp69,6,10,6832,203
LPLC2,WED210,DNp12,1,2,2,203
LC4,,DNp55,3,3,218,203
LC4,LoVP18,DNa10,9,16,55,202
LC4,PLP208,DNae010,2,2,8,201
LC4,AN07B004,DNg07,2,21,63,201
LPLC2,LT51,DNae010,8,8,173,200
LPLC2,HSE,DNp15,2,2,14,200
LC4,LAL301m,DNa02,2,2,37,200
LPLC2,LLPC2,DNp12,43,43,133,200
LC4,CB1638,DNp01,4,4,32,199
LPLC2,Li17,DNp11,10,10,57,198
LPLC2,,DNa04,12,14,2952,198
LC4,Li17,DNp11,10,10,62,198
LC4,CB3302,DNp55,2,2,23,197
LC4,OCG02b,DNp05,2,4,4,197
LPLC2,AVLP176_d,DNp70,4,8,396,197
LPLC2,PVLP144,DNp31,2,4,20,196
LC4,LoVP93,DNpe016,10,10,229,196
LC4,CL367,DNp35,2,4,22,196
LPLC2,LoVP93,DNpe016,10,10,208,196
LPLC2,VS,DNp53,6,10,84,196
LC4,LC9,pIP1,36,36,78,195
LC4,SAD064,DNp06,6,6,1732,195
LC4,TmY15,DNp11,24,24,27,195
LPLC2,PVLP015,DNp05,2,2,185,194
LC4,PVLP015,DNp05,2,2,833,194
LC4,PLP018,DNp103,3,3,40,194
LPLC2,LC31b,DNp55,8,8,836,194
LPLC2,AVLP001,DNp35,2,2,2,194
LC4,AN07B004,DNa05,2,4,12,194
LC4,LC31b,DNp55,8,8,424,194
LC4,PVLP027,DNp01,2,4,80,194
LC4,LAL300m,DNa06,4,4,117,194
LPLC2,PVLP027,DNp01,2,4,78,194
LC4,AN07B004,DNp47,2,4,12,194
LC4,ANXXX109,DNp11,2,4,40,193
LPLC2,PVLP123,DNp11,9,9,457,193
LC4,WED072,DNp103,3,3,4,193
LC4,PVLP123,DNp35,6,8,495,193
LC4,AN09B016,DNp06,1,2,2,192
LC4,CB4176,DNb05,7,12,42,192
LC4,PLP018,DNp09,3,3,40,192
LC4,PS304,DNb01,1,1,1,192
LPLC2,LT51,DNg82,5,9,307,192
LPLC2,PVLP122,DNbe004,5,8,1331,191
LPLC2,AVLP370_a,DNpe056,2,2,208,191
LPLC2,LPC1,DNpe056,67,67,212,191
LPLC2,SAD023,DNp01,5,5,137,191
LC4,CL367,DNp64,2,4,22,191
LC4,PVLP122,DNbe004,5,8,4271,191
LPLC2,LC21,DNp35,22,22,27,191
LPLC2,CL323,DNa04,4,4,606,190
LC4,SAD073,DNp70,3,6,24,190
LC4,CB3513,DNp01,4,6,3229,190
LPLC2,CL319,DNg97,2,4,4,190
LC4,CL323,DNa04,4,4,878,190
LC4,OCG02b,DNpe017,2,4,4,190
LPLC2,vCal1,DNp26,2,4,4,190
LPLC2,CB3513,DNp01,4,6,189,190
LPLC2,LC16,pIP1,33,33,43,189
LPLC2,LC10a,DNa10,24,24,34,189
LC4,SAD049,DNp01,2,2,108,188
LC4,SAD023,DNp06,6,6,556,188
LPLC2,SAD049,DNp01,2,2,40,188
LC4,LC23,DNp31,10,16,136,188
LPLC2,LPT31,DNb03,6,12,22,188
LC4,LoVC15,DNp11,6,6,28,188
LC4,SAD044,DNb05,2,3,11,187
LPLC2,CB1688,DNp34,2,4,372,187
LPLC2,SIP108m,DNp13,1,2,2,187
LPLC2,LLPC3,DNp26,51,51,76,187
LC4,SAD014,DNp01,4,8,84,186
LC4,CB1280,DNp01,2,3,244,186
LC4,CB1638,DNp02,4,4,32,186
LPLC2,SAD014,DNp01,4,8,92,186
LPLC2,CL038,DNp103,2,2,5,186
LC4,AVLP396,DNp70,1,2,6,185
LPLC2,SAD064,DNg40,4,4,112,185
LC4,CL053,DNbe001,1,2,2,185
LC4,AN07B004,DNg02_d,2,4,12,185
LPLC2,HST,DNp17,2,12,18,185
LC4,IB114,DNp10,2,4,832,184
LC4,PVLP130,DNp35,2,2,1944,184
LPLC2,CB0128,DNg98,1,2,28,184
LPLC2,PVLP130,DNp35,2,2,2601,184
LPLC2,IB114,DNp10,2,4,1090,184
LC4,LoVP18,DNp31,10,11,40,183
LC4,AN07B004,DNpe005,2,4,12,183
LPLC2,MeLo8,DNp11,18,18,60,183
LPLC2,CL022_b,DNp06,2,2,53,183
LC4,PLP230,DNae002,1,1,1,183
LPLC2,PLP230,DNae002,1,1,24,183
LC4,PVLP201m_d,DNg97,1,2,2,183
LC4,CL022_b,DNp06,2,2,25,183
LC4,CL022_c,DNp06,2,2,3,182
LPLC2,MeVP18,DNp27,6,12,88,182
LC4,LC31a,DNpe040,27,27,60,182
LPLC2,CL203,DNg74_a,1,2,2,182
LC4,LC6,DNp103,26,26,28,182
LC4,CL286,DNp64,1,2,2,182
LPLC2,LT51,DNg01_b,5,5,158,182
LC4,CB3376,DNae002,3,3,9,182
LPLC2,LC31a,DNpe040,28,28,124,182
LC4,LC31b,DNp09,9,9,495,181
LC4,PVLP122,DNp11,6,6,4534,181
LPLC2,LC31b,DNp09,9,9,1235,181
LPLC2,PVLP122,DNp11,6,6,972,181
LPLC2,LC17,DNp35,37,37,47,181
LC4,AN07B004,DNg02_f,2,4,12,180
LC4,,DNae002,12,12,5708,179
LC4,AN07B004,"DNp51,DNpe019",2,8,24,179
LC4,GNG343,DNp02,2,4,22,179
LC4,PVLP123,DNp02,6,6,419,179
LC4,AVLP452,DNp06,4,4,2471,179
LPLC2,LC23,DNg82,7,21,63,178
LPLC2,LAL301m,DNa02,2,2,58,178
LC4,SAD053,DNp06,2,4,34,178
LPLC2,PVLP124,DNp06,2,2,28,178
LC4,PVLP124,DNp06,2,2,70,178
LPLC2,CL323,DNp69,4,7,1161,177
LPLC2,LPC1,DNp11,62,62,183,177
LC4,PVLP123,DNp69,6,9,555,177
LPLC2,LoVP18,aSP22,5,10,10,177
LC4,,DNp02,11,12,2461,177
LC4,CL323,DNp69,4,7,1550,177
LPLC2,LT51,DNa11,9,9,115,177
LPLC2,Nod4,DNp26,2,2,9,177
LPLC2,MeVP18,DNpe052,6,6,44,177
LPLC2,PVLP209m,DNa13,4,10,68,177
LC4,SAD106,DNp66,2,4,70,177
LC4,PS180,DNa09,1,2,4,176
LPLC2,PVLP022,DNp05,3,6,1748,176
LC4,LLPC1,DNg97,23,23,32,176
LC4,Tm4,DNp11,32,32,37,176
LC4,PVLP022,DNp05,3,6,5556,176
LC4,AN07B004,DNg110,2,12,36,176
LC4,PLP029,DNa04,2,2,562,175
LC4,PLP208,DNg82,2,8,32,175
LC4,CL286,DNp06,1,2,2,175
LC4,PS181,DNbe004,1,2,4,174
LPLC2,CL203,DNge053,1,2,2,174
LPLC2,PS181,DNa09,2,4,68,174
LPLC2,LoVP90a,DNp56,1,1,3,174
LC4,LT51,DNb01,10,11,19,173
LC4,PVLP019,DNp11,2,2,472,173
LPLC2,PVLP128,DNbe004,4,8,26,173
LC4,WED193,DNp35,1,2,42,173
LPLC2,PVLP034,DNp34,9,17,147,172
LPLC2,CL140,aSP22,2,4,418,172
LC4,PVLP137,DNb08,2,4,1710,172
LC4,CB2664,DNg40,4,8,486,172
LC4,PS304,DNg97,1,2,2,172
LC4,CL140,aSP22,2,4,868,172
LPLC2,PVLP137,DNb08,2,4,648,172
LC4,AVLP340,DNp55,1,1,1,171
LPLC2,CB1688,DNpe025,2,4,372,171
LPLC2,SAD023,DNp06,5,5,137,171
LC4,PVLP031,DNp04,4,8,176,171
LPLC2,PVLP031,DNp04,4,8,32,171
LPLC2,LT51,DNp102,8,8,84,171
LC4,CB3544,DNp01,2,4,1034,170
LPLC2,LoVC15,DNp11,5,5,9,170
LPLC2,LoVP26,DNa10,12,21,337,170
LPLC2,CB3544,DNp01,2,4,28,170
LPLC2,LC6,pIP1,30,30,41,169
LC4,CB4101,DNg96,6,6,52,169
LPLC2,CL319,DNpe040,2,3,3,169
LC4,PVLP015,DNb09,2,2,833,169
LPLC2,PVLP015,DNb09,2,2,185,169
LC4,WED069,DNa04,1,1,1,168
LPLC2,,DNp35,14,14,1799,168
LPLC2,AVLP201,DNp06,2,3,21,168
LC4,AVLP083,DNp55,1,1,3,168
LC4,LC29,DNpe037,18,18,24,168
LPLC2,LT51,DNa03,11,11,183,168
LC4,AVLP201,DNp06,2,3,12,168
LPLC2,CB4163,DNp71,6,8,705,168
LC4,PVLP062,DNp71,2,4,22,167
LC4,LT51,DNpe022,7,7,14,167
LPLC2,AVLP509,DNp35,2,4,22,167
LPLC2,CL286,DNpe039,2,4,50,167
LPLC2,LC9,DNp71,26,26,47,167
LPLC2,PVLP062,DNp71,2,4,14,167
LPLC2,,DNpe042,9,14,744,167
LC4,LT51,DNg01_b,4,4,10,166
LC4,AVLP396,DNp103,1,1,3,165
LPLC2,CL140,DNpe025,2,2,209,165
LPLC2,AVLP258,DNpe031,2,8,3184,165
LPLC2,UNKNOWN,DNp103,126,126,311,165
LC4,AVLP258,DNpe031,2,8,60,165
LC4,CL140,DNpe025,2,2,434,165
LC4,PLP208,DNp63,2,4,16,165
LC4,,DNb09,7,11,2475,165
LPLC2,WED117,DNg108,2,4,6,165
LPLC2,CL323,DNp02,4,4,606,164
LC4,UNKNOWN,DNp04,137,137,429,164
LPLC2,LoVP90a,DNb05,1,1,3,164
LC4,LHAD1g1,DNp35,2,2,555,164
LPLC2,LHAD1g1,DNp35,2,2,2049,164
LC4,CL323,DNp02,4,4,878,164
LC4,CL286,DNpe045,1,2,2,164
LPLC2,CB4179,DNp01,4,8,18,164
LC4,LoVC7,DNp11,2,2,23,163
LPLC2,LoVC7,DNp11,2,2,2,163
LC4,LoVP50,DNp47,6,6,33,163
LPLC2,CL140,DNa04,2,2,209,162
LC4,CL140,DNa04,2,2,434,162
LPLC2,AVLP370_a,DNp66,2,2,208,161
LC4,LC31a,DNg40,21,21,46,161
LPLC2,LC23,DNp35,7,11,33,161
LPLC2,LoVP26,DNb09,10,19,336,161
LPLC2,AVLP531,DNpe050,2,2,4635,161
LC4,LAL053,DNpe023,1,1,55,160
LC4,LHAD1g1,DNp69,2,2,555,160
LPLC2,SAD013,DNg40,2,2,165,160
LC4,SAD013,DNg40,2,2,198,160
LPLC2,LHAD1g1,DNp69,2,2,2049,160
LPLC2,PVLP015,DNp35,2,2,185,160
LC4,PVLP015,DNp35,2,2,833,160
LC4,OCG06,DNp31,2,4,24,160
LC4,AVLP016,DNpe056,2,2,115,160
LC4,AVLP016,DNp55,2,2,115,159
LC4,AVLP396,DNpe042,1,2,6,158
LPLC2,LPT30,DNp26,2,2,5,158
LPLC2,PLP018,DNp09,2,2,8,158
LPLC2,LC23,DNp31,7,12,34,158
LC4,AVLP016,DNp69,2,3,172,157
LPLC2,LC19,DNae002,12,12,52,157
LPLC2,PVLP024,DNp05,3,6,104,157
LC4,PVLP024,DNp05,3,6,13700,157
LPLC2,LoVP18,DNge107,4,7,7,156
LPLC2,AVLP176_d,DNp06,4,4,198,156
LC4,PS182,DNb04,2,4,12,156
LC4,LoVP54,DNp35,2,2,19,156
LC4,PVLP141,DNae005,2,2,1539,156
LC4,AMMC-A1,DNp01,6,12,21534,156
LC4,AN01A055,DNpe002,1,2,2,156
LPLC2,AMMC-A1,DNp01,6,12,756,156
LPLC2,PVLP141,DNae005,2,2,46,156
LC4,CL140,DNbe007,2,2,434,156
LPLC2,LoVP54,DNp35,2,2,201,156
LPLC2,CL140,DNbe007,2,2,209,156
LPLC2,LC36,DNpe055,3,6,8,155
LPLC2,PVLP209m,DNae001,5,7,44,155
LPLC2,CB1852,DNpe025,5,7,1398,155
LC4,LAL301m,DNa13,2,4,74,154
LPLC2,CB3019,DNp70,3,6,118,154
LC4,LC9,DNp71,25,25,44,154
LPLC2,PS181,DNp69,2,4,68,154
LPLC2,AVLP591,DNp64,2,2,17,154
LC4,AN07B004,DNp10,2,4,12,154
LC4,PLP093,DNp42,2,4,444,154
LC4,AVLP396,DNp01,1,1,3,154
LPLC2,CL131,DNp26,1,2,2,154
LPLC2,LT51,DNpe023,6,8,185,154
LC4,SAD049,DNp103,2,2,108,153
LC4,,DNp18,4,5,1214,153
LPLC2,AVLP202,DNp01,1,2,4,153
LC4,PVLP141,DNpe023,2,4,3078,153
LPLC2,PVLP141,DNpe023,2,4,92,153
LPLC2,SAD049,DNp103,2,2,40,153
LPLC2,MeVPLp1,DNge141,2,4,12,153
LC4,LPLC4,DNpe021,29,29,49,153
LPLC2,VST2,DNpe008,4,16,30,153
LC4,PVLP137,DNge073,2,4,1710,152
LC4,CL128a,DNp07,4,4,121,152
LC4,PVLP011,DNg40,2,2,1011,152
LPLC2,SAD064,DNp06,4,4,112,152
LC4,PVLP024,DNp04,3,6,13700,152
LPLC2,PVLP137,DNge073,2,4,648,152
LPLC2,CL053,DNp73,2,4,88,152
LPLC2,PVLP024,DNp04,3,6,104,152
LPLC2,PVLP011,DNg40,2,2,11623,152
LC4,WED166_d,DNge054,2,4,4,151
LC4,LC23,DNa10,10,19,212,151
LPLC2,LAL026_a,DNa16,2,2,9,151
LC4,CL323,DNa05,4,4,878,150
LC4,CB2940,DNp11,2,2,55,150
LC4,AVLP094,DNp01,2,2,200,150
LC4,CL309,DNbe004,1,2,2,150
LPLC2,LoVP89,DNpe022,2,2,2,150
LPLC2,CB2940,DNp11,2,2,23,150
LC4,WED107,DNd02,2,4,18,150
LPLC2,CL323,DNa05,4,4,606,150
LPLC2,PVLP128,DNp06,3,3,12,150
LC4,WED104,DNp55,1,1,4,150
LPLC2,PVLP141,DNae007,2,2,46,149
LC4,PVLP025,DNp04,4,5,54,149
LC4,PVLP026,DNp01,2,4,652,149
LPLC2,PVLP015,DNg111,2,2,185,149
LC4,PVLP015,DNg111,2,2,833,149
LPLC2,,DNae002,9,9,2376,149
LC4,PVLP141,DNae007,2,2,1539,149
LPLC2,PVLP026,DNp01,2,4,114,149
LPLC2,LAL026_a,DNa13,2,4,18,148
LC4,AVLP605,DNp06,1,2,8,148
LPLC2,LPLC1,DNp69,53,53,149,148
LPLC2,CB1638,DNp02,3,3,92,148
LC4,,DNa07,11,14,7163,148
LPLC2,AVLP452,DNp06,3,3,6,147
LPLC2,LoVC5,DNpe017,1,2,2,147
LC4,PVLP010,DNp11,2,2,2176,147
LC4,CB4103,DNae002,6,6,212,147
LPLC2,PVLP010,DNp11,2,2,32,147
LC4,ANXXX109,DNg74_b,2,4,40,147
LC4,CB4176,DNg07,7,27,101,146
LC4,PS112,DNae010,1,1,2,146
LC4,SAD073,DNpe045,3,6,24,146
LPLC2,LC31a,DNg40,22,22,83,146
LPLC2,LPT21,DNge094,2,8,40,146
LPLC2,LAL026_a,DNa02,2,2,9,145
LC4,LAL053,DNa03,1,1,55,145
LC4,PLP300m,DNg75,3,3,19,145
LPLC2,LAL300m,DNa02,1,1,19,145
LC4,LAL301m,DNae001,2,2,37,145
LC4,AVLP016,DNp66,2,2,115,144
LC4,LT82a,DNpe024,2,2,356,144
LPLC2,AVLP591,DNpe024,2,2,17,144
LPLC2,PS208,DNg91,1,2,2,144
LPLC2,LAL016,DNb08,1,2,154,144
LC4,LT51,DNg82,4,7,17,144
LC4,GNG517,DNd04,1,2,6,144
LPLC2,LT82a,DNpe024,2,2,28,144
LPLC2,CB0431,DNa13,1,2,32,143
LC4,PLP208,DNg01_b,2,4,16,143
LPLC2,AVLP572,DNp103,2,4,4,143
LC4,LoVP50,DNg79,6,12,66,143
LPLC2,LT40,DNge041,2,3,11,143
LC4,LT40,DNge041,2,3,51,143
LPLC2,LoVP50,DNp47,5,5,10,143
LC4,SAD073,DNpe042,3,6,24,142
LPLC2,AVLP001,DNp06,2,2,2,142
LPLC2,LT51,DNbe003,8,8,44,142
LC4,AN01A055,DNg35,1,2,2,142
LPLC2,VSm,DNg36_b,4,14,69,142
LC4,PVLP010,DNp55,2,2,2176,141
LPLC2,AVLP711m,aSP22,5,10,920,141
LPLC2,PVLP010,DNp55,2,2,32,141
LPLC2,LoVP85,DNbe004,2,4,62,141
LC4,LoVP85,DNbe004,2,4,1212,141
LC4,AN07B004,DNa04,2,4,12,140
LC4,PLP034,DNpe017,2,2,305,140
LC4,LT51,DNae010,8,8,17,140
LC4,AN07B004,DNge015,2,6,18,140
LC4,AVLP201,DNp103,2,4,20,140
LC4,PLP150,DNp10,7,13,911,140
LC4,AVLP202,DNg40,2,4,90,140
LPLC2,LAL301m,DNae001,2,2,58,140
LC4,CL367,DNge053,2,4,22,140
LC4,AN07B004,DNg95,2,4,12,140
LPLC2,AVLP201,DNp103,2,4,30,140
LPLC2,LLPC2,DNbe001,37,37,74,140
LPLC2,,DNa07,9,12,3274,140
LC4,PVLP123,DNp11,6,6,419,140
LPLC2,PVLP151,DNp04,4,6,10164,139
LPLC2,LC35a,DNp10,10,10,51,139
LC4,PVLP151,DNp04,4,6,2267,139
LPLC2,LPLC4,DNpe056,28,28,828,139
LC4,LC35a,DNp10,10,10,29,139
LPLC2,PVLP022,pIP1,3,5,1425,138
LC4,PLP230,"DNp51,DNpe019",1,2,2,138
LPLC2,PLP230,"DNp51,DNpe019",1,2,48,138
LC4,AVLP016,DNp43,2,2,115,138
LPLC2,LoVP90c,DNpe002,1,1,4,138
LC4,PVLP022,pIP1,3,5,4389,138
LC4,PLP209,DNbe001,1,2,2,137
LPLC2,LT82a,DNb09,4,4,68,137
LPLC2,H2,DNge006,2,2,99,137
LC4,CL140,DNp101,2,2,434,137
LC4,SAD064,DNp55,5,5,1392,137
LPLC2,CL038,DNp70,2,4,10,137
LC4,LT82a,DNb09,4,4,716,137
LC4,PVLP137,DNge048,2,4,1710,137
LPLC2,CL140,DNp101,2,2,209,137
LPLC2,PVLP137,DNge048,2,4,648,137
LPLC2,CB1498,DNp06,2,2,3,136
LPLC2,LC19,DNa09,10,10,49,136
LPLC2,WED046,DNp06,1,1,6,136
LC4,LoVP54,DNpe042,2,3,27,136
LPLC2,PVLP027,DNg40,2,4,78,136
LC4,CB1498,DNp06,2,2,374,136
LC4,LoVP26,DNb09,7,14,48,136
LPLC2,LoVP54,DNpe042,2,3,306,136
LC4,PVLP027,DNg40,2,4,80,136
LC4,AN10B019,DNg108,3,6,18,136
LC4,CB4101,DNg16,6,11,101,135
LC4,PVLP141,DNa02,2,2,1539,135
LC4,PS306,DNg49,2,4,90,135
LPLC2,SAD013,DNp15,2,2,165,135
LPLC2,PS181,DNg02_d,2,4,68,135
LC4,SAD013,DNp15,2,2,198,135
LPLC2,PVLP019,DNpe056,1,1,57,135
LC4,PLP034,DNg82,2,4,610,135
LPLC2,CL213,DNg74_b,2,4,90,135
LC4,LoVP26,DNa10,7,14,48,135
LC4,LoVP50,DNbe001,6,6,33,135
LPLC2,PVLP141,DNa02,2,2,46,135
LC4,CL367,DNpe045,2,4,22,135
LPLC2,PVLP024,DNp01,3,6,104,134
LC4,LT82a,DNpe037,4,4,716,134
LC4,CB4103,DNp102,5,5,200,134
LC4,PVLP024,DNp01,3,6,13700,134
LC4,SAD013,DNg41,2,2,198,134
LPLC2,LPT52,DNp10,2,2,6,134
LC4,AN07B004,DNg92_b,2,8,24,134
LC4,LoVP50,DNpe037,6,6,33,134
LPLC2,PVLP123,DNp70,8,15,911,134
LC4,PS306,DNa05,2,2,45,134
LPLC2,SAD013,DNg41,2,2,165,134
LC4,CB1280,DNp05,2,2,155,134
LPLC2,LT82a,DNpe037,4,4,68,134
LC4,CL066,DNpe026,1,2,6,133
LC4,AVLP542,DNp103,2,2,17,133
LPLC2,LPLC4,DNge041,51,51,1996,133
LPLC2,PVLP076,DNp103,2,2,1338,133
LPLC2,LC22,DNa10,20,31,71,133
LPLC2,AVLP591,DNpe045,2,2,17,133
LC4,CL128a,DNpe021,4,4,121,133
LC4,PVLP076,DNp103,2,2,9,133
LPLC2,LoVP18,DNae009,5,9,9,133
LPLC2,PVLP114,DNg111,1,1,46,133
LPLC2,PVLP074,DNp06,4,5,901,133
LC4,WED124,DNae002,2,2,17,132
LPLC2,CL309,DNbe004,1,2,4,132
LC4,LoVP85,DNpe027,2,4,1212,132
LPLC2,LoVP85,DNpe027,2,4,62,132
LC4,PVLP010,DNp02,2,2,2176,132
LPLC2,PVLP010,DNp02,2,2,32,132
LC4,LT85,DNp08,2,2,2,132
LC4,PS306,DNge079,2,4,90,132
LPLC2,PVLP031,aSP22,4,5,24,131
LPLC2,SAD064,DNp103,4,4,112,131
LPLC2,VS,DNp22,8,8,50,131
LPLC2,LoVP92,DNge041,7,11,109,131
LC4,PVLP031,aSP22,4,5,102,131
LC4,CB4176,DNbe001,6,12,38,131
LPLC2,AVLP040,DNp35,2,2,9,130
LPLC2,CB1852,DNp34,4,5,959,130
LC4,PLP208,DNb09,2,3,15,130
LC4,CB4101,DNg109,6,12,104,130
LPLC2,LT61a,DNp103,2,4,34,130
LPLC2,LAL300m,DNa13,1,2,38,130
LC4,AVLP094,DNpe045,2,2,200,130
LC4,LT61a,DNp103,2,4,38,130
LPLC2,CL286,DNp09,2,4,50,130
LPLC2,TmY15,DNp11,20,20,22,129
LC4,LAL300m,DNae001,4,4,117,129
LC4,PLP034,DNpe022,2,2,305,129
LC4,CB1314,DNp06,5,5,14,129
LC4,LoVP18,DNp27,10,17,57,129
LC4,PVLP123,DNp70,6,12,838,128
LPLC2,AVLP437,DNp09,2,2,5,128
LPLC2,SIP108m,DNp36,1,2,2,128
LPLC2,PVLP013,DNp35,2,4,104,128
LC4,PVLP122,DNp02,6,6,4534,128
LPLC2,PVLP122,DNp02,6,6,972,128
LC4,CB4118,DNge145,5,10,36,128
LC4,PVLP141,DNp18,2,2,1539,128
LPLC2,PVLP141,DNp18,2,2,46,128
LC4,PS306,DNae002,2,4,90,127
LPLC2,WED210,DNp10,1,2,2,127
LC4,LC6,pIP1,22,22,24,127
LC4,PVLP137,DNge129,2,4,1710,127
LC4,CB1280,DNp11,2,4,310,127
LPLC2,PVLP137,DNge129,2,4,648,127
LC4,CL053,DNp18,1,2,2,127
LC4,SAD044,DNge049,2,4,14,127
LC4,,DNp04,15,15,5284,127
LC4,CB1958,DNa04,4,4,360,127
LC4,LoVP93,DNpe022,9,10,287,126
LC4,SAD053,DNp55,2,2,17,126
LC4,CB3879,DNpe045,2,3,17,126
LPLC2,LoVP93,DNpe022,9,10,207,126
LPLC2,LAL026_a,DNg75,2,2,9,126
LPLC2,LLPC1,DNa04,51,51,108,125
LPLC2,CB3019,DNpe045,3,6,118,125
LC4,PLP034,DNp03,2,2,305,125
LC4,AN07B004,DNg92_a,2,4,12,125
LC4,CL323,DNp01,4,4,878,125
LPLC2,CL323,DNp01,4,4,606,125
LC4,CL022_c,DNp103,2,4,6,124
LPLC2,PLP060,DNp05,1,1,11,124
LPLC2,PS182,DNp31,1,2,6,124
LPLC2,VS,DNp17,5,16,34,124
LPLC2,PVLP010,DNp71,2,2,32,124
LC4,LAL026_b,DNg75,1,1,42,124
LPLC2,CB0431,DNa03,1,1,16,124
LPLC2,PVLP010,DNg56,2,2,32,124
LC4,CB3201,DNp02,4,4,715,124
LPLC2,LAL026_b,DNg75,1,1,2,124
LC4,CB4103,DNae003,6,6,212,124
LC4,PVLP010,DNg56,2,2,2176,124
LC4,PLP017,DNp35,1,1,3,124
LC4,CB4118,DNp12,5,5,18,124
LC4,PVLP010,DNp71,2,2,2176,124
LC4,AVLP259,DNp06,4,5,2779,123
LPLC2,,DNp70,8,12,127,123
LC4,AN07B004,DNp33,2,4,12,123
LPLC2,PLP230,DNae003,1,1,24,123
LPLC2,CB4179,DNp04,4,6,13,123
LC4,PVLP128,DNp06,3,3,7,123
LPLC2,AVLP259,DNp06,4,5,598,123
LC4,PLP230,DNae003,1,1,1,123
LPLC2,AVLP449,DNp35,1,1,1,123
LPLC2,LC19,DNpe016,11,12,62,123
LC4,AVLP531,DNp101,1,1,9,123
LC4,PVLP046,DNp35,9,16,1273,123
LC4,CB4179,DNp04,4,6,106,123
LPLC2,PVLP024,DNp11,3,6,104,122
LC4,PLP018,DNp06,3,3,40,122
LPLC2,LC31a,DNpe039,23,23,98,122
LPLC2,AVLP001,DNp103,2,2,2,122
LC4,PVLP024,DNp11,3,6,13700,122
LPLC2,PVLP062,DNp103,2,4,14,122
LPLC2,PS181,DNp11,2,2,34,122
LPLC2,AVLP076,DNp66,2,2,12,122
LC4,PVLP062,DNp103,2,4,22,122
LC4,PLP211,DNp103,2,4,34,121
LPLC2,WED060,DNp103,4,4,67,121
LPLC2,SAD013,DNp01,2,2,165,121
LC4,SAD013,DNp01,2,2,198,121
LC4,WED106,DNg09_b,3,6,16,121
LC4,SAD013,DNp18,2,2,198,121
LPLC2,VS,DNb06,5,5,18,121
LC4,Li39,DNp11,2,2,30,121
LPLC2,PLP211,DNp103,2,4,310,121
LPLC2,Li39,DNp11,2,2,47,121
LC4,SAD098,DNp02,1,2,52,121
LPLC2,LPT52,DNge054,2,2,6,121
LPLC2,SAD013,DNp18,2,2,165,121
LPLC2,AVLP080,DNp06,2,2,31,121
LPLC2,AVLP076,DNp04,2,2,12,120
LPLC2,AVLP538,DNp23,2,2,40,120
LPLC2,PLP018,DNp103,2,2,8,120
LC4,LPLC1,DNp69,46,46,82,120
LPLC2,LoVP50,DNbe001,5,5,10,120
LC4,WED116,DNp01,1,2,328,119
LPLC2,LAL301m,DNa13,2,4,116,119
LC4,CL053,DNp63,1,2,2,119
LC4,PS306,DNa04,2,4,90,119
LPLC2,LoVP50,DNpe037,5,5,10,119
LC4,PVLP201m_a,DNg96,1,1,4,119
LC4,PLP208,DNp31,2,4,16,119
LPLC2,LoVP50,DNg79,5,10,20,119
LC4,PLP034,DNb09,2,2,305,119
LPLC2,LoVP89,DNge083,2,2,2,119
LPLC2,LT51,DNge041,11,11,133,118
LPLC2,PVLP076,DNp69,2,2,1338,118
LC4,PVLP076,DNp69,2,2,9,118
LC4,PVLP122,DNpe021,5,8,4540,118
LPLC2,PLP093,DNp05,1,2,20,118
LPLC2,PVLP122,DNpe021,5,8,971,118
LC4,CB4102,DNa15,7,7,362,118
LPLC2,MBON33,DNge138,1,2,2,118
LPLC2,LT77,pIP1,6,6,13,118
LPLC2,CB1108,DNp103,1,2,16,118
LC4,CB4103,DNg97,6,7,215,118
LPLC2,CL022_b,DNpe043,2,4,106,117
LPLC2,CL053,DNp54,2,4,88,117
LPLC2,CL286,DNg40,2,4,50,117
LPLC2,CL140,DNp05,2,2,209,117
LPLC2,PLP017,DNp35,1,1,7,117
LC4,CB1958,DNae004,4,4,360,117
LPLC2,LPT27,DNp26,1,1,1,117
LPLC2,LPLC1,DNp31,39,39,96,117
LC4,CL140,DNp05,2,2,434,117
LC4,CL022_b,DNpe043,2,4,50,117
LPLC2,AVLP076,DNpe031,2,4,24,117
LC4,CL367,DNp06,2,4,22,117
LC4,PVLP100,DNp04,3,3,260,116
LPLC2,PS001,DNpe026,1,2,2,116
LC4,PS001,DNpe026,1,2,24,116
LPLC2,PS181,DNg02_e,2,4,68,116
LPLC2,AVLP078,DNp101,2,2,170,116
LPLC2,SAD013,DNa02,2,4,330,116
LC4,SAD013,DNa02,2,4,396,116
LC4,CB3879,DNp69,2,2,12,116
LPLC2,AVLP711m,DNpe050,5,10,920,116
LC4,LC31a,DNpe039,22,22,48,116
LPLC2,CB4163,DNp09,6,8,641,116
LC4,LAL053,DNae005,1,1,55,115
LC4,CL323,DNae002,4,4,878,115
LC4,SAD055,DNg108,2,4,198,115
LC4,PLP034,DNp18,2,2,305,115
LPLC2,AVLP176_d,DNpe045,4,5,238,115
LPLC2,CL323,DNae002,4,4,606,115
