source_type,intermediate_type,descending_type,intermediate_neurons,path_instances,total_visual_to_intermediate_weight,total_intermediate_to_descending_weight
LC4,CL001,DNp04,1,1,1,1
LC4,CL001,DNp07,1,1,1,1
LC4,CL001,DNp27,1,1,1,1
LC4,CL001,DNp31,1,1,1,1
LC4,CL001,DNp57,1,1,1,1
LC4,CL022_a,DNp23,1,1,1,1
LC4,CL286,DNp101,1,1,1,1
LC4,CL286,DNp31,1,1,1,1
LC4,CL286,DNp36,1,1,1,1
LC4,GNG340,DNg70,1,1,9,1
LC4,GNG340,DNb05,1,1,9,1
LC4,GNG340,DNd02,1,1,9,1
LC4,GNG340,DNd03,1,1,9,1
LC4,GNG340,DNg102,1,1,9,1
LC4,GNG340,DNg104,1,1,9,1
LC4,GNG340,DNg106,1,1,9,1
LC4,GNG340,DNg24,1,1,9,1
LC4,GNG340,DNg47,1,1,9,1
LC4,GNG340,DNg68,1,1,9,1
LC4,GNG340,DNge011,1,1,9,1
LC4,GNG340,DNp55,1,1,9,1
LC4,GNG340,DNge012,1,1,9,1
LC4,GNG340,DNge049,1,1,9,1
LC4,GNG340,DNge067,1,1,9,1
LC4,GNG340,DNge081,1,1,9,1
LC4,GNG340,DNge122,1,1,9,1
LC4,GNG340,DNge128,1,1,9,1
LC4,GNG340,DNge131,1,1,9,1
LC4,GNG340,DNge136,1,1,9,1
LC4,GNG340,DNp03,1,1,9,1
LC4,GNG340,DNae007,1,1,9,1
LC4,GNG300,DNpe042,1,1,60,1
LC4,GNG300,DNpe025,1,1,60,1
LC4,GNG300,DNpe021,1,1,84,1
LC4,GNG300,DNge065,1,1,60,1
LC4,GNG300,DNge077,1,1,84,1
LC4,GNG300,DNge096,1,1,84,1
LC4,GNG300,DNge100,1,1,60,1
LC4,GNG300,DNge113,1,1,60,1
LC4,GNG300,DNge120,1,1,84,1
LC4,GNG300,DNge122,1,1,84,1
LC4,GNG300,DNge125,1,1,60,1
LC4,GNG300,DNge136,1,1,84,1
LC4,GNG300,DNge142,1,1,84,1
LC4,GNG300,DNge144,1,1,84,1
LC4,GNG300,DNge146,1,1,84,1
LC4,GNG300,DNge147,1,1,60,1
LC4,GNG300,DNp07,1,1,84,1
LC4,GNG300,DNp101,1,1,84,1
LC4,GNG300,DNp23,1,1,84,1
LC4,GNG300,DNp35,1,1,60,1
LC4,GNG300,DNp46,1,1,84,1
LC4,GNG300,DNp69,1,1,84,1
LC4,GNG340,DNp04,1,1,9,1
LC4,GNG340,DNpe021,1,1,9,1
LC4,GNG300,DNge046,1,1,60,1
LC4,GNG506,DNd02,1,1,1,1
LC4,GNG343,DNge133,1,1,6,1
LC4,GNG343,DNge139,1,1,5,1
LC4,GNG343,DNge142,1,1,5,1
LC4,GNG343,DNp08,1,1,5,1
LC4,GNG343,DNpe021,1,1,5,1
LC4,GNG343,DNpe029,1,1,5,1
LC4,GNG343,DNpe040,1,1,5,1
LC4,GNG343,DNxl114,1,1,6,1
LC4,GNG506,DNae001,1,1,1,1
LC4,GNG506,DNd05,1,1,1,1
LC4,GNG340,DNpe049,1,1,9,1
LC4,GNG506,DNg34,1,1,1,1
LC4,GNG506,DNg35,1,1,1,1
LC4,GNG506,DNg38,1,1,1,1
LC4,GNG506,DNg61,1,1,1,1
LC4,GNG506,DNg77,1,1,1,1
LC4,GNG506,DNg86,1,1,1,1
LC4,GNG506,DNg90,1,1,1,1
LC4,GNG506,DNge003,1,1,1,1
LC4,GNG506,DNge007,1,1,1,1
LC4,GNG343,DNge131,1,1,5,1
LC4,GNG343,DNge105,1,1,5,1
LC4,GNG343,DNge099,1,1,6,1
LC4,GNG343,DNge079,1,1,6,1
LC4,GNG343,,1,1,6,1
LC4,GNG343,DNd04,1,1,5,1
LC4,GNG343,DNde006,1,1,5,1
LC4,GNG343,DNg101,1,1,5,1
LC4,GNG343,DNg106,1,1,5,1
LC4,GNG343,DNg17,1,1,6,1
LC4,GNG343,DNg21,1,1,6,1
LC4,GNG343,DNg32,1,1,6,1
LC4,GNG343,DNg39,1,1,5,1
LC4,GNG343,DNg62,1,1,5,1
LC4,GNG343,DNg74_b,1,1,5,1
LC4,GNG343,DNg98,1,1,5,1
LC4,GNG343,DNge011,1,1,5,1
LC4,GNG343,DNge032,1,1,5,1
LC4,GNG343,DNge039,1,1,5,1
LC4,GNG343,DNge046,1,1,6,1
LC4,GNG343,DNge048,1,1,5,1
LC4,GNG343,DNge053,1,1,5,1
LC4,GNG343,DNge056,1,1,6,1
LC4,GNG300,DNge062,1,1,60,1
LC4,GNG300,DNge044,1,1,84,1
LC4,CL286,DNp42,1,1,1,1
LC4,CL323,DNp36,1,1,159,1
LC4,CL309,DNpe024,1,1,1,1
LC4,CL323,DNa06,1,1,206,1
LC4,CL323,DNae009,1,1,159,1
LC4,CL323,DNg01_d,1,1,151,1
LC4,CL323,DNg02_f,1,1,206,1
LC4,CL323,DNg27,1,1,151,1
LC4,CL323,DNge054,1,1,159,1
LC4,CL323,DNge107,1,1,151,1
LC4,CL323,DNge130,1,1,159,1
LC4,CL323,DNp59,1,1,159,1
LC4,CL367,DNg27,1,1,6,1
LC4,CL323,DNp71,1,1,362,1
LC4,CL323,DNpe010,1,1,362,1
LC4,CL367,DNa11,1,1,6,1
LC4,CL367,DNa16,1,1,6,1
LC4,CL367,DNae007,1,1,6,1
LC4,CL367,DNb05,1,1,5,1
LC4,CL367,DNbe004,1,1,6,1
LC4,CL367,DNde005,1,1,5,1
LC4,CL367,DNg102,1,1,5,1
LC4,CL309,DNpe021,1,1,1,1
LC4,CL309,DNp69,1,1,1,1
LC4,CL309,DNp35,1,1,1,1
LC4,CL309,DNp31,1,1,1,1
LC4,CL286,DNp43,1,1,1,1
LC4,CL286,DNp45,1,1,1,1
LC4,CL286,DNp71,1,1,1,1
LC4,CL286,DNpe040,1,1,1,1
LC4,CL303,DNde003,1,1,6,1
LC4,CL303,DNp101,1,1,6,1
LC4,CL303,DNp52,1,1,6,1
LC4,CL303,DNpe043,1,1,6,1
LC4,CL309,DNa16,1,1,1,1
LC4,CL309,DNae002,1,1,1,1
LC4,CL309,DNg01_a,1,1,1,1
LC4,CL309,DNg01_d,1,1,1,1
LC4,CL309,DNg02_a,1,1,1,1
LC4,CL309,DNg02_b,1,1,1,1
LC4,CL309,DNg91,1,1,1,1
LC4,CL309,DNg95,1,1,1,1
LC4,CL309,DNp06,1,1,1,1
LC4,CL309,DNp103,1,1,1,1
LC4,CL309,DNp27,1,1,1,1
LC4,CL367,DNg111,1,1,6,1
LC4,CL367,DNg34,1,1,5,1
LC4,GNG300,DNge043,1,1,60,1
LC4,GNG300,DNg70,1,1,60,1
LC4,GNG300,DNde006,1,1,84,1
LC4,GNG300,DNg09_b,1,1,84,1
LC4,GNG300,DNg104,1,1,60,1
LC4,GNG300,DNg111,1,1,84,1
LC4,GNG300,DNg19,1,1,84,1
LC4,GNG300,DNg20,1,1,60,1
LC4,GNG300,DNg23,1,1,60,1
LC4,GNG300,DNg49,1,1,84,1
LC4,GNG300,DNg52,1,1,60,1
LC4,GNG300,DNg77,1,1,84,1
LC4,CL367,DNg59,1,1,5,1
LC4,GNG300,DNg83,1,1,84,1
LC4,GNG300,DNg97,1,1,84,1
LC4,GNG300,DNg98,1,1,60,1
LC4,GNG300,DNge008,1,1,60,1
LC4,GNG300,DNge018,1,1,60,1
LC4,GNG300,DNge021,1,1,84,1
LC4,GNG300,DNge026,1,1,84,1
LC4,GNG300,DNge027,1,1,60,1
LC4,GNG300,DNge038,1,1,60,1
LC4,CL367,pMP2,1,1,6,1
LC4,CL367,pIP1,1,1,6,1
LC4,CL367,DNpe031,1,1,5,1
LC4,CL367,DNpe020,1,1,5,1
LC4,CL367,DNg69,1,1,5,1
LC4,CL367,DNg77,1,1,6,1
LC4,CL367,DNg95,1,1,5,1
LC4,CL367,DNg98,1,1,6,1
LC4,CL367,DNge032,1,1,6,1
LC4,CL367,DNge079,1,1,6,1
LC4,CL367,DNge129,1,1,6,1
LC4,CL367,DNge132,1,1,6,1
LC4,CL367,DNge136,1,1,6,1
LC4,CL367,DNge141,1,1,5,1
LC4,CL367,DNge147,1,1,5,1
LC4,CL367,DNge148,1,1,5,1
LC4,CL367,DNge149,1,1,6,1
LC4,CL367,DNp05,1,1,6,1
LC4,CL367,DNp08,1,1,5,1
LC4,CL367,DNp23,1,1,6,1
LC4,CL367,DNp38,1,1,5,1
LC4,CL367,DNp43,1,1,5,1
LC4,CL367,DNp68,1,1,5,1
LC4,CB4162,DNp32,1,1,9,1
LC4,CB4162,DNg40,1,1,9,1
LC4,CB4162,DNg104,1,1,9,1
LC4,CB1717,DNp45,1,1,9,1
LC4,CB1649,DNg01_unclear,1,1,1,1
LC4,CB1649,DNg02_f,1,1,1,1
LC4,CB1649,DNg82,1,1,1,1
LC4,CB1649,DNge017,1,1,1,1
LC4,CB1649,DNp05,1,1,1,1
LC4,CB1649,DNp27,1,1,1,1
LC4,CB1649,DNpe021,1,1,1,1
LC4,CB1717,DNa07,1,1,9,1
LC4,CB1717,DNp11,1,1,9,1
LC4,CB1717,DNp55,1,1,5,1
LC4,CB1932,DNpe043,1,1,21,1
LC4,CB1932,DNa07,1,1,21,1
LC4,CB1932,DNae004,1,1,57,1
LC4,CB1932,DNg24,1,1,13,1
LC4,CB1932,DNg40,1,1,55,1
LC4,CB1932,DNge047,1,1,153,1
LC4,CB1932,DNge130,1,1,55,1
LC4,CB1932,DNp45,1,1,153,1
LC4,CB1932,DNp55,1,1,21,1
LC4,CB1932,DNp59,1,1,153,1
LC4,CB1649,DNb09,1,1,1,1
LC4,CB1649,DNa09,1,1,1,1
LC4,CB1638,DNpe031,1,1,13,1
LC4,CB1638,DNp34,1,1,13,1
LC4,CB1498,DNp27,1,1,163,1
LC4,CB1498,DNp32,1,1,211,1
LC4,CB1498,DNpe018,1,1,211,1
LC4,CB1498,DNpe024,1,1,211,1
LC4,CB1498,DNpe025,1,1,211,1
LC4,CB1498,DNpe039,1,1,163,1
LC4,CB1498,DNpe056,1,1,211,1
LC4,CB1557,DNg30,1,1,7,1
LC4,CB1557,DNg81,1,1,7,1
LC4,CB1557,DNge039,1,1,7,1
LC4,CB1557,DNge141,1,1,7,1
LC4,CB1557,DNp06,1,1,7,1
LC4,CB1557,DNp103,1,1,7,1
LC4,CB1557,DNp12,1,1,7,1
LC4,CB1557,DNp30,1,1,7,1
LC4,CB1638,DNg106,1,1,5,1
LC4,CB1638,DNg30,1,1,1,1
LC4,CB1638,DNg56,1,1,5,1
LC4,CB1638,DNp05,1,1,5,1
LC4,CB1932,DNp71,1,1,21,1
LC4,CB1932,DNpe045,1,1,153,1
LC4,CB1498,DNp04,1,1,211,1
LC4,CB2371,DNg32,1,1,44,1
LC4,CB2153,DNge184,1,1,2,1
LC4,CB2153,DNp19,1,1,2,1
LC4,CB2254,DNc01,1,1,8,1
LC4,CB2254,DNp04,1,1,8,1
LC4,CB2254,DNp06,1,1,8,1
LC4,CB2254,DNp27,1,1,8,1
LC4,CB2254,DNp66,1,1,8,1
LC4,CB2254,DNpe031,1,1,8,1
LC4,CB2371,DNd03,1,1,534,1
LC4,CB2371,DNge111,1,1,534,1
LC4,CB1934,,1,1,3,1
LC4,CB2371,DNp12,1,1,44,1
LC4,CB2371,DNp19,1,1,534,1
LC4,CB2371,DNp30,1,1,44,1
LC4,CB2664,,1,1,61,1
LC4,CB2664,DNa07,1,1,61,1
LC4,CB2664,DNb04,1,1,63,1
LC4,CB2664,DNg02_a,1,1,73,1
LC4,CB2664,DNg59,1,1,46,1
LC4,CB2664,DNge039,1,1,63,1
LC4,CB2153,DNge141,1,1,2,1
LC4,CB2153,DNg108,1,1,2,1
LC4,CB2153,DNg106,1,1,2,1
LC4,CB2153,DNg07,1,1,2,1
LC4,CB1934,DNp04,1,1,3,1
LC4,CB1934,DNp27,1,1,3,1
LC4,CB1934,DNp66,1,1,3,1
LC4,CB1934,DNpe020,1,1,3,1
LC4,CB1934,DNpe031,1,1,3,1
LC4,CB1934,DNpe050,1,1,3,1
LC4,CB1948,DNge138,1,1,1,1
LC4,CB1948,DNp06,1,1,2,1
LC4,CB1958,DNae005,1,1,147,1
LC4,CB1958,DNd02,1,1,79,1
LC4,CB1958,DNg79,1,1,55,1
LC4,CB1958,DNge054,1,1,55,1
LC4,CB1958,DNp08,1,1,79,1
LC4,CB1958,DNpe003,1,1,147,1
LC4,CB1958,DNpe005,1,1,79,1
LC4,CB1958,DNpe024,1,1,79,1
LC4,CB2153,,1,1,2,1
LC4,CB2153,DNb05,1,1,2,1
LC4,CB2153,DNg06,1,1,2,1
LC4,CB1498,DNp09,1,1,163,1
LC4,CB1498,DNp02,1,1,211,1
LC4,CB2664,DNge138,1,1,73,1
LC4,Am1,DNp30,1,1,2,1
LC4,AVLP746m,DNp36,1,1,4,1
LC4,AVLP746m,DNp46,1,1,4,1
LC4,AVLP746m,DNpe005,1,1,4,1
LC4,AVLP746m,DNpe040,1,1,4,1
LC4,AVLP762m,DNp13,1,1,1,1
LC4,AVLP762m,DNpe034,1,1,1,1
LC4,AVLP762m,DNpe056,1,1,1,1
LC4,AVLP762m,aSP22,1,1,1,1
LC4,Am1,DNc01,1,1,2,1
LC4,CB0115,DNg40,1,1,1,1
LC4,CB0206,DNa16,1,1,2,1
LC4,CB0115,DNp03,1,1,1,1
LC4,CB0115,DNp103,1,1,1,1
LC4,CB0115,DNp29,1,1,1,1
LC4,CB0115,DNp43,1,1,1,1
LC4,CB0115,DNp70,1,1,1,1
LC4,CB0154,DNp07,1,1,2,1
LC4,CB0154,DNp26,1,1,2,1
LC4,CB0154,DNp43,1,1,2,1
LC4,CB0154,DNpe052,1,1,2,1
LC4,AVLP746m,DNp32,1,1,4,1
LC4,AVLP746m,DNp13,1,1,4,1
LC4,AVLP746m,DNp04,1,1,4,1
LC4,AVLP746m,DNge141,1,1,4,1
LC4,AVLP610,DNpe003,1,1,70,1
LC4,AVLP610,DNpe007,1,1,35,1
LC4,AVLP610,DNpe022,1,1,70,1
LC4,AVLP610,DNpe023,1,1,35,1
LC4,AVLP610,DNpe050,1,1,70,1
LC4,AVLP610,DNpe053,1,1,70,1
LC4,AVLP610,DNxl114,1,1,35,1
LC4,AVLP610,aSP22,1,1,70,1
LC4,AVLP711m,DNa01,1,1,24,1
LC4,AVLP711m,DNa08,1,1,24,1
LC4,AVLP711m,DNp04,1,1,24,1
LC4,AVLP711m,DNp30,1,1,24,1
LC4,AVLP711m,DNp52,1,1,24,1
LC4,AVLP711m,DNp60,1,1,24,1
LC4,AVLP711m,DNp70,1,1,24,1
LC4,AVLP711m,pMP2,1,1,24,1
LC4,AVLP746m,CB0429,1,1,4,1
LC4,AVLP746m,DNg13,1,1,4,1
LC4,AVLP746m,DNge138,1,1,4,1
LC4,CB0206,DNa10,1,1,2,1
LC4,CB0206,DNb04,1,1,2,1
LC4,CB1498,DNb08,1,1,211,1
LC4,CB1314,DNg51,1,1,3,1
LC4,CB1280,DNge113,1,1,66,1
LC4,CB1280,DNge133,1,1,66,1
LC4,CB1280,DNp70,1,1,89,1
LC4,CB1280,DNpe002,1,1,89,1
LC4,CB1314,DNc01,1,1,1,1
LC4,CB1314,DNc02,1,1,3,1
LC4,CB1314,DNg05_a,1,1,4,1
LC4,CB1314,DNg32,1,1,4,1
LC4,CB1314,DNg40,1,1,4,1
LC4,CB1314,DNge011,1,1,4,1
LC4,CB0206,DNge140,1,1,2,1
LC4,CB1314,DNge145,1,1,2,1
LC4,CB1314,DNge148,1,1,2,1
LC4,CB1314,DNge175,1,1,4,1
LC4,CB1314,DNp11,1,1,3,1
LC4,CB1314,DNp12,1,1,4,1
LC4,CB1314,DNp18,1,1,2,1
LC4,CB1314,DNp32,1,1,2,1
LC4,CB1314,DNpe045,1,1,3,1
LC4,CB1498,,1,1,211,1
LC4,CB1280,DNge039,1,1,89,1
LC4,CB1280,DNg30,1,1,66,1
LC4,CB1280,DNg29,1,1,89,1
LC4,CB1280,DNd03,1,1,89,1
LC4,CB0206,DNp06,1,1,2,1
LC4,CB0206,DNp102,1,1,2,1
LC4,CB0206,DNp19,1,1,2,1
LC4,CB0206,DNp46,1,1,2,1
LC4,CB0206,DNpe010,1,1,2,1
LC4,CB0206,DNpe021,1,1,2,1
LC4,CB0206,DNpe053,1,1,2,1
LC4,CB0414,DNge138,1,1,24,1
LC4,CB0414,DNp103,1,1,24,1
LC4,CB0414,pIP1,1,1,24,1
LC4,CB0440,DNg30,1,1,2,1
LC4,CB0440,DNg40,1,1,2,1
LC4,CB0440,DNp04,1,1,2,1
LC4,CB0440,DNp43,1,1,2,1
LC4,CB0440,DNp70,1,1,2,1
LC4,CB0440,DNpe021,1,1,2,1
LC4,CB0738,DNp29,1,1,64,1
LC4,CB0738,DNpe025,1,1,64,1
LC4,CB0738,DNpe031,1,1,64,1
LC4,CB2664,DNge043,1,1,61,1
LC4,CB2664,DNge140,1,1,61,1
LC4,CB4118,DNp69,1,1,5,1
LC4,CB3879,DNp67,1,1,5,1
LC4,CB3682,DNp03,1,1,8,1
LC4,CB3682,DNp54,1,1,8,1
LC4,CB3682,DNp59,1,1,8,1
LC4,CB3879,,1,1,7,1
LC4,CB3879,DNc01,1,1,7,1
LC4,CB3879,DNd04,1,1,7,1
LC4,CB3879,DNp04,1,1,7,1
LC4,CB3879,DNp59,1,1,5,1
LC4,CB3879,DNp64,1,1,5,1
LC4,CB4101,DNa02,1,1,3,1
LC4,CB4101,pIP1,1,1,24,1
LC4,CB4101,DNa04,1,1,3,1
LC4,CB4101,DNa11,1,1,1,1
LC4,CB4101,DNde002,1,1,12,1
LC4,CB4101,DNg102,1,1,12,1
LC4,CB4101,DNg104,1,1,3,1
LC4,CB4101,DNg22,1,1,24,1
LC4,CB4101,DNge018,1,1,12,1
LC4,CB4101,DNge123,1,1,2,1
LC4,CB4101,DNp66,1,1,24,1
LC4,CB3682,DNge180,1,1,8,1
LC4,CB3682,DNge138,1,1,8,1
LC4,CB3682,DNge136,1,1,8,1
LC4,CB3682,DNge127,1,1,8,1
LC4,CB3544,DNp05,1,1,250,1
LC4,CB3544,DNp35,1,1,250,1
LC4,CB3544,DNp55,1,1,267,1
LC4,CB3544,DNp67,1,1,267,1
LC4,CB3588,DNb04,1,1,1,1
LC4,CB3588,DNb05,1,1,1,1
LC4,CB3588,DNg100,1,1,1,1
LC4,CB3588,DNg108,1,1,1,1
LC4,CB3588,DNg24,1,1,1,1
LC4,CB3588,DNg40,1,1,1,1
LC4,CB3588,DNge093,1,1,1,1
LC4,CB3588,DNge138,1,1,1,1
LC4,CB3588,DNp01,1,1,1,1
LC4,CB3682,DNa10,1,1,8,1
LC4,CB3682,DNa13,1,1,8,1
LC4,CB3682,DNg09_a,1,1,8,1
LC4,CB3682,DNg56,1,1,8,1
LC4,CB3682,DNg82,1,1,8,1
LC4,CB3682,DNge094,1,1,8,1
LC4,CB4101,DNpe005,1,1,24,1
LC4,CB4102,DNa07,1,1,48,1
LC4,CB3544,DNg82,1,1,250,1
LC4,CB4103,DNp39,1,1,3,1
LC4,CB4103,DNae010,1,1,12,1
LC4,CB4103,DNg01_b,1,1,12,1
LC4,CB4103,DNg04,1,1,12,1
LC4,CB4103,DNg42,1,1,12,1
LC4,CB4103,DNg44,1,1,3,1
LC4,CB4103,DNg75,1,1,3,1
LC4,CB4103,DNge041,1,1,3,1
LC4,CB4103,DNge054,1,1,3,1
LC4,CB4103,DNp03,1,1,39,1
LC4,CB4103,DNp57,1,1,12,1
LC4,CB4102,DNae007,1,1,47,1
LC4,CB4103,DNpe023,1,1,44,1
LC4,CB4103,DNpe037,1,1,12,1
LC4,CB4118,DNc02,1,1,2,1
LC4,CB4118,DNd02,1,1,2,1
LC4,CB4118,DNg74_a,1,1,1,1
LC4,CB4118,DNge130,1,1,1,1
LC4,CB4118,DNge138,1,1,2,1
LC4,CB4118,DNp05,1,1,8,1
LC4,CB4118,DNp27,1,1,2,1
LC4,CB4103,DNa16,1,1,39,1
LC4,CB4103,DNa13,1,1,3,1
LC4,CB4103,DNa10,1,1,44,1
LC4,CB4103,DNa08,1,1,12,1
LC4,CB4102,DNb04,1,1,48,1
LC4,CB4102,DNg02_c,1,1,61,1
LC4,CB4102,DNg02_d,1,1,47,1
LC4,CB4102,DNg02_e,1,1,62,1
LC4,CB4102,DNg02_f,1,1,11,1
LC4,CB4102,DNg03,1,1,62,1
LC4,CB4102,DNg79,1,1,62,1
LC4,CB4102,DNg97,1,1,62,1
LC4,CB4102,DNge054,1,1,47,1
LC4,CB4102,DNp102,1,1,27,1
LC4,CB4102,DNp14,1,1,61,1
LC4,CB4102,DNp46,1,1,62,1
LC4,CB4102,DNp47,1,1,62,1
LC4,CB4102,DNp64,1,1,62,1
LC4,CB4102,DNp70,1,1,47,1
LC4,CB4102,DNpe005,1,1,47,1
LC4,CB4102,DNpe031,1,1,62,1
LC4,CB4102,DNpe056,1,1,47,1
LC4,CB4103,DNa04,1,1,63,1
LC4,CB3544,DNge073,1,1,267,1
LC4,CB3513,DNpe025,1,1,348,1
LC4,CB2664,DNge145,1,1,46,1
LC4,CB2940,DNp03,1,1,38,1
LC4,CB2940,DNg95,1,1,17,1
LC4,CB2940,DNg99,1,1,17,1
LC4,CB2940,DNge091,1,1,17,1
LC4,CB2940,DNge094,1,1,17,1
LC4,CB2940,DNge130,1,1,17,1
LC4,CB2940,DNge136,1,1,17,1
LC4,CB2940,DNge138,1,1,17,1
LC4,CB2940,DNge141,1,1,17,1
LC4,CB2940,DNge184,1,1,17,1
LC4,CB2940,DNp04,1,1,38,1
LC4,CB3024,DNg09_a,1,1,1,1
LC4,CB2940,DNp19,1,1,38,1
LC4,CB2940,DNp23,1,1,17,1
LC4,CB2940,DNp30,1,1,17,1
LC4,CB2940,DNp33,1,1,38,1
LC4,CB2940,DNp34,1,1,17,1
LC4,CB2940,DNp63,1,1,38,1
LC4,CB2940,DNp69,1,1,38,1
LC4,CB2940,DNp70,1,1,38,1
LC4,CB2940,DNpe042,1,1,38,1
LC4,CB2940,DNg74_a,1,1,17,1
LC4,CB2940,DNg51,1,1,17,1
LC4,CB2940,DNg40,1,1,17,1
LC4,CB2940,DNg111,1,1,17,1
LC4,CB2664,DNge175,1,1,46,1
LC4,CB2664,DNge184,1,1,46,1
LC4,CB2664,DNp27,1,1,73,1
LC4,CB2664,DNp38,1,1,46,1
LC4,CB2664,"DNp51,DNpe019",1,1,63,1
LC4,CB2664,DNpe002,1,1,61,1
LC4,CB2676,DNc02,1,1,6,1
LC4,CB2676,DNde001,1,1,10,1
LC4,CB2676,DNge132,1,1,6,1
LC4,CB2676,DNge138,1,1,6,1
LC4,CB2676,DNp01,1,1,6,1
LC4,CB2676,DNp04,1,1,6,1
LC4,CB2676,DNp11,1,1,10,1
LC4,CB2676,DNp32,1,1,6,1
LC4,CB2676,DNp35,1,1,10,1
LC4,CB2676,DNp43,1,1,6,1
LC4,CB2676,pIP1,1,1,10,1
LC4,CB2940,DNg100,1,1,38,1
LC4,CB2940,DNg106,1,1,17,1
LC4,CB2940,DNpe045,1,1,17,1
LC4,CB3024,DNg24,1,1,1,1
LC4,CB3513,DNp70,1,1,589,1
LC4,CB3400,DNg32,1,1,646,1
LC4,CB3376,DNg02_d,1,1,5,1
LC4,CB3376,DNg95,1,1,3,1
LC4,CB3376,DNge041,1,1,1,1
LC4,CB3376,DNp10,1,1,1,1
LC4,CB3376,DNp18,1,1,3,1
LC4,CB3376,DNp26,1,1,5,1
LC4,CB3376,DNp48,1,1,3,1
LC4,CB3376,DNp54,1,1,3,1
LC4,CB3376,DNpe026,1,1,3,1
LC4,CB3400,DNg56,1,1,646,1
LC4,CB3024,DNge184,1,1,1,1
LC4,CB3400,DNge138,1,1,773,1
LC4,CB3400,DNge145,1,1,646,1
LC4,CB3400,DNp12,1,1,646,1
LC4,CB3400,DNp66,1,1,646,1
LC4,CB3400,DNpe021,1,1,646,1
LC4,CB3400,DNpe031,1,1,646,1
LC4,CB3513,DNg30,1,1,589,1
LC4,CB3513,DNge047,1,1,673,1
LC4,CB3513,DNp27,1,1,682,1
LC4,CB3376,DNg02_c,1,1,5,1
LC4,CB3376,DNg02_b,1,1,3,1
LC4,CB3376,DNae005,1,1,1,1
LC4,CB3376,DNa10,1,1,3,1
LC4,CB3024,DNp05,1,1,1,1
LC4,CB3024,DNp32,1,1,1,1
LC4,CB3201,DNg09_a,1,1,390,1
LC4,CB3201,DNg29,1,1,14,1
LC4,CB3201,DNge138,1,1,270,1
LC4,CB3201,DNp05,1,1,41,1
LC4,CB3201,DNp12,1,1,270,1
LC4,CB3201,DNp42,1,1,390,1
LC4,CB3201,DNp66,1,1,14,1
LC4,CB3201,DNpe052,1,1,390,1
LC4,CB3302,DNa08,1,1,15,1
LC4,CB3302,DNg40,1,1,8,1
LC4,CB3302,DNp103,1,1,8,1
LC4,CB3302,DNp11,1,1,15,1
LC4,CB3302,DNp27,1,1,15,1
LC4,CB3302,DNp34,1,1,8,1
LC4,CB3302,DNp69,1,1,15,1
LC4,CB3302,DNp70,1,1,8,1
LC4,CB3302,DNpe031,1,1,15,1
LC4,PS112,DNg01_a,1,1,2,1
LC4,PS112,DNg91,1,1,2,1
LPLC2,LT77,DNde001,1,1,1,1
LPLC2,CB2940,DNg51,1,1,4,1
LPLC2,CB2676,DNp32,1,1,2,1
LPLC2,CB2676,DNp34,1,1,2,1
LPLC2,CB2676,DNp42,1,1,2,1
LPLC2,CB2676,DNp43,1,1,2,1
LPLC2,CB2676,DNpe056,1,1,2,1
LPLC2,CB2940,DNg100,1,1,19,1
LPLC2,CB2940,DNg106,1,1,4,1
LPLC2,CB2940,DNg111,1,1,4,1
LPLC2,CB2940,DNg40,1,1,4,1
LPLC2,CB2940,DNg74_a,1,1,4,1
LPLC2,CB2676,DNp04,1,1,2,1
LPLC2,CB2940,DNg95,1,1,4,1
LPLC2,CB2940,DNg99,1,1,4,1
LPLC2,CB2940,DNge091,1,1,4,1
LPLC2,CB2940,DNge094,1,1,4,1
LPLC2,CB2940,DNge130,1,1,4,1
LPLC2,CB2940,DNge136,1,1,4,1
LPLC2,CB2940,DNge138,1,1,4,1
LPLC2,CB2940,DNge141,1,1,4,1
LPLC2,CB2940,DNge184,1,1,4,1
LPLC2,CB2676,DNp29,1,1,2,1
LPLC2,CB2676,DNp02,1,1,2,1
LPLC2,CL286,DNa14,1,1,18,1
LPLC2,CB2472,DNge111,1,1,3,1
LPLC2,CB2254,DNp66,1,1,21,1
LPLC2,CB2254,DNpe031,1,1,21,1
LPLC2,CB2371,DNd03,1,1,29,1
LPLC2,CB2371,DNg56,1,1,29,1
LPLC2,CB2371,DNge111,1,1,29,1
LPLC2,CB2371,DNp19,1,1,29,1
LPLC2,CB2472,DNg09_a,1,1,2,1
LPLC2,CB2472,DNg104,1,1,3,1
LPLC2,CB2472,DNg30,1,1,3,1
LPLC2,CB2472,DNge132,1,1,3,1
LPLC2,CB2676,DNp01,1,1,2,1
LPLC2,CB2472,DNp05,1,1,3,1
LPLC2,CB2472,DNp29,1,1,3,1
LPLC2,CB2472,DNpe021,1,1,3,1
LPLC2,CB2472,DNpe031,1,1,3,1
LPLC2,CB2472,DNpe042,1,1,3,1
LPLC2,CB2472,DNpe052,1,1,3,1
LPLC2,CB2676,DNc02,1,1,2,1
LPLC2,CB2676,DNge132,1,1,2,1
LPLC2,CB2676,DNge138,1,1,2,1
LPLC2,CB2940,DNp03,1,1,19,1
LPLC2,CB2940,DNp04,1,1,19,1
LPLC2,CB2940,DNp19,1,1,19,1
LPLC2,CB3513,DNpe025,1,1,33,1
LPLC2,CB3400,DNpe021,1,1,17,1
LPLC2,CB3400,DNpe031,1,1,17,1
