source_type,intermediate_body,visual_to_intermediate_weight,descending_body,intermediate_to_descending_weight,intermediate_type,descending_type,path_product_weight,path_min_weight,survives_w3,survives_w10
LPLC2,29859,44,10558,1,SAD023,DNp35,44,1,False,False
LPLC2,14006,2,10065,22,vCal2,DNb05,44,2,False,False
LPLC2,31281,22,11159,2,LC31b,DNp71,44,2,False,False
LC4,24128,2,10118,22,LPLC4,DNb05,44,2,False,False
LC4,80085,11,522345,4,CL022_b,DNpe037,44,4,True,False
LPLC2,25178,4,10106,11,LPLC1,DNp11,44,4,True,False
LC4,10867,4,11133,11,PVLP076,DNp70,44,4,True,False
LPLC2,524789,1,10197,44,CL022_c,DNp02,44,1,False,False
LPLC2,10093,11,10705,4,Am1,DNc02,44,4,True,False
LC4,15424,22,11159,2,PVLP031,DNp71,44,2,False,False
LPLC2,54171,4,10732,11,LC22,DNpe056,44,4,True,False
LPLC2,13274,22,10713,2,SAD073,DNp42,44,2,False,False
LPLC2,29859,44,10957,1,SAD023,DNp69,44,1,False,False
LPLC2,11953,22,10065,2,LT51,DNb05,44,2,False,False
LPLC2,523512,11,10449,4,AVLP538,DNpe025,44,4,True,False
LC4,13180,1,10234,44,LPLC1,DNp35,44,1,False,False
LPLC2,525497,11,10449,4,PVLP034,DNpe025,44,4,True,False
LC4,15424,22,10065,2,PVLP031,DNb05,44,2,False,False
LC4,29335,1,10989,44,LPLC4,DNp03,44,1,False,False
LC4,19088,44,33037,1,CB1932,DNp69,44,1,False,False
LPLC2,15638,4,10223,11,AVLP490,DNpe056,44,4,True,False
LPLC2,18663,44,11063,1,CB0115,DNge032,44,1,False,False
LC4,12678,44,10590,1,LC31b,DNpe052,44,1,False,False
LPLC2,11579,22,10732,2,LT82a,DNpe056,44,2,False,False
LPLC2,101221,4,10417,11,PVLP128,DNp103,44,4,True,False
LC4,11055,11,11133,4,LT62,DNp70,44,4,True,False
LPLC2,523512,11,10580,4,AVLP538,DNp70,44,4,True,False
LPLC2,15116,4,10063,11,MeVP18,DNp27,44,4,True,False
LC4,10867,4,11137,11,PVLP076,DNp04,44,4,True,False
LPLC2,11272,4,10584,11,PVLP062,DNp06,44,4,True,False
LPLC2,11272,4,522345,11,PVLP062,DNpe037,44,4,True,False
LPLC2,15116,4,536048,11,MeVP18,DNp27,44,4,True,False
LC4,35502,11,10283,4,CB4102,DNp103,44,4,True,False
LPLC2,21568,11,10038,4,AVLP080,pIP1,44,4,True,False
LPLC2,527699,22,11133,2,SAD064,DNp70,44,2,False,False
LC4,532198,2,10957,22,WED196,DNp69,44,2,False,False
LPLC2,12262,22,10117,2,CL213,DNp02,44,2,False,False
LPLC2,31281,22,10584,2,LC31b,DNp06,44,2,False,False
LC4,15424,22,10280,2,PVLP031,DNp47,44,2,False,False
LPLC2,19578,2,10228,22,LPLC1,DNp06,44,2,False,False
LPLC2,579933,2,10234,22,LC23,DNp35,44,2,False,False
LPLC2,146532,11,10259,4,WED029,DNp11,44,4,True,False
LPLC2,115313,2,10234,22,LPLC1,DNp35,44,2,False,False
LPLC2,62518,11,10732,4,LPC1,DNpe056,44,4,True,False
LC4,31592,2,10558,22,LPLC1,DNp35,44,2,False,False
LPLC2,13274,22,11020,2,SAD073,DNp05,44,2,False,False
LC4,19088,44,12222,1,CB1932,DNpe031,44,1,False,False
LPLC2,25169,2,10584,22,LPLC1,DNp06,44,2,False,False
LPLC2,25840,44,10732,1,LPLC4,DNpe056,44,1,False,False
LC4,21677,2,10584,22,LPLC1,DNp06,44,2,False,False
LPLC2,28051,2,11177,22,LC9,DNp09,44,2,False,False
LC4,19088,44,11573,1,CB1932,DNpe021,44,1,False,False
LPLC2,525497,11,10010,4,PVLP034,DNp01,44,4,True,False
LC4,19088,44,10228,1,CB1932,DNp06,44,1,False,False
LPLC2,31132,4,10558,11,LPLC1,DNp35,44,4,True,False
LC4,27152,2,10783,22,LC9,DNp09,44,2,False,False
LPLC2,544664,4,12218,11,LC31a,DNpe031,44,4,True,False
LC4,80085,11,10752,4,CL022_b,DNp03,44,4,True,False
LC4,20031,2,10283,22,LPLC1,DNp103,44,2,False,False
LPLC2,11696,44,10065,1,LPT26,DNb05,44,1,False,False
LPLC2,11472,43,536048,1,PVLP015,DNp27,43,1,False,False
LPLC2,17065,43,11632,1,CB3513,DNpe052,43,1,False,False
LPLC2,12326,43,10063,1,AVLP316,DNp27,43,1,False,False
LPLC2,519899,1,10259,43,LoVC15,DNp11,43,1,False,False
LPLC2,22620,43,12628,1,AVLP176_d,DNpe042,43,1,False,False
LPLC2,12326,43,10957,1,AVLP316,DNp69,43,1,False,False
LPLC2,11472,43,10580,1,PVLP015,DNp70,43,1,False,False
LPLC2,22620,43,11573,1,AVLP176_d,DNpe021,43,1,False,False
LPLC2,11472,43,11133,1,PVLP015,DNp70,43,1,False,False
LPLC2,512484,1,10234,43,LC31a,DNp35,43,1,False,False
LPLC2,11472,43,531898,1,PVLP015,DNp04,43,1,False,False
LPLC2,11472,43,12218,1,PVLP015,DNpe031,43,1,False,False
LC4,512484,1,10234,43,LC31a,DNp35,43,1,False,False
LPLC2,17065,43,11159,1,CB3513,DNp71,43,1,False,False
LPLC2,11472,43,10244,1,PVLP015,DNp55,43,1,False,False
LPLC2,15545,1,11137,43,PVLP100,DNp04,43,1,False,False
LPLC2,11472,43,10361,1,PVLP015,DNg40,43,1,False,False
LC4,23751,1,10558,43,LPLC1,DNp35,43,1,False,False
LPLC2,11472,43,10783,1,PVLP015,DNp09,43,1,False,False
LPLC2,23394,43,10223,1,LPLC4,DNpe056,43,1,False,False
LPLC2,12773,14,10223,3,AVLP316,DNpe056,42,3,True,False
LC4,524005,42,10752,1,LAL026_b,DNp03,42,1,False,False
LC4,32343,2,10584,21,LPLC1,DNp06,42,2,False,False
LPLC2,11108,7,524001,6,CL286,DNp05,42,6,True,False
LPLC2,526031,21,10417,2,PVLP021,DNp103,42,2,False,False
LPLC2,21093,7,10923,6,,DNg40,42,6,True,False
LPLC2,15424,2,11137,21,PVLP031,DNp04,42,2,False,False
LPLC2,21301,42,519771,1,AVLP711m,DNp71,42,1,False,False
LPLC2,15424,2,10361,21,PVLP031,DNg40,42,2,False,False
LPLC2,579933,2,10989,21,LC23,DNp03,42,2,False,False
LPLC2,18115,2,10989,21,LC23,DNp03,42,2,False,False
LPLC2,10494,3,10590,14,AVLP076,DNpe052,42,3,True,False
LPLC2,10480,2,10989,21,MeVP53,DNp03,42,2,False,False
LC4,153019,2,10228,21,LC31a,DNp06,42,2,False,False
LPLC2,123513,3,10417,14,PVLP128,DNp103,42,3,True,False
LPLC2,32343,2,10584,21,LPLC1,DNp06,42,2,False,False
LPLC2,153019,2,10228,21,LC31a,DNp06,42,2,False,False
LPLC2,24177,3,10283,14,LPLC1,DNp103,42,3,True,False
LPLC2,21640,21,12628,2,CB0929,DNpe042,42,2,False,False
LC4,12184,42,10989,1,PVLP122,DNp03,42,1,False,False
LC4,12501,7,12218,6,PLP018,DNpe031,42,6,True,False
LPLC2,11043,14,10063,3,LPT60,DNp27,42,3,True,False
LPLC2,13672,3,10223,14,AVLP437,DNpe056,42,3,True,False
LC4,10387,7,536048,6,LT83,DNp27,42,6,True,False
LPLC2,12145,42,10923,1,LoVP53,DNg40,42,1,False,False
LPLC2,532569,1,10580,42,CL038,DNp70,42,1,False,False
LC4,10709,21,10106,2,WED193,DNp11,42,2,False,False
LC4,586889102,21,10106,2,UNKNOWN,DNp11,42,2,False,False
LPLC2,526031,21,10259,2,PVLP021,DNp11,42,2,False,False
LC4,14833,7,536048,6,LT74,DNp27,42,6,True,False
LC4,14325,1,11632,42,MeVP18,DNpe052,42,1,False,False
LPLC2,10387,7,536048,6,LT83,DNp27,42,6,True,False
LC4,18149,7,10106,6,PVLP096,DNp11,42,6,True,False
LPLC2,26262,21,10580,2,LC31b,DNp70,42,2,False,False
LPLC2,21093,7,10001,6,,DNp01,42,6,True,False
LC4,13088,21,10957,2,CB1932,DNp69,42,2,False,False
LPLC2,526031,21,10223,2,PVLP021,DNpe056,42,2,False,False
LPLC2,12145,42,11334,1,LoVP53,DNpe045,42,1,False,False
LC4,13919,14,10989,3,CL022_b,DNp03,42,3,True,False
LPLC2,12501,7,12218,6,PLP018,DNpe031,42,6,True,False
LC4,11361,6,33037,7,CL367,DNp69,42,6,True,False
LC4,25289,2,11290,21,VES023,DNp66,42,2,False,False
LPLC2,24322,3,10106,14,Li26,DNp11,42,3,True,False
LPLC2,20137,3,10283,14,PVLP080_b,DNp103,42,3,True,False
LC4,21159,1,11020,42,LPLC4,DNp05,42,1,False,False
LPLC2,46003,2,10259,21,WED072,DNp11,42,2,False,False
LPLC2,14033,42,12222,1,PVLP150,DNpe031,42,1,False,False
LC4,12468,2,10106,21,LoVC13,DNp11,42,2,False,False
LPLC2,22593,3,10010,14,CB2472,DNp01,42,3,True,False
LC4,512484,1,10783,42,LC31a,DNp09,42,1,False,False
LPLC2,512484,1,10783,42,LC31a,DNp09,42,1,False,False
LC4,14149,14,10283,3,PVLP031,DNp103,42,3,True,False
LPLC2,12145,42,10558,1,LoVP53,DNp35,42,1,False,False
LC4,16137,6,11632,7,LT73,DNpe052,42,6,True,False
LC4,11530,7,10989,6,PLP249,DNp03,42,6,True,False
LPLC2,16486,21,11177,2,LoVP26,DNp09,42,2,False,False
LPLC2,26656,2,10234,21,LPLC1,DNp35,42,2,False,False
LC4,15062,1,11020,42,OCG02b,DNp05,42,1,False,False
LPLC2,14689,2,10234,21,LPLC1,DNp35,42,2,False,False
LC4,14149,14,524001,3,PVLP031,DNp05,42,3,True,False
LPLC2,26262,21,11088,2,LC31b,DNp55,42,2,False,False
LPLC2,11511,3,10923,14,PLP034,DNg40,42,3,True,False
LPLC2,27882,42,10732,1,LPLC4,DNpe056,42,1,False,False
LPLC2,35618,21,10063,2,LPLC4,DNp27,42,2,False,False
LPLC2,11043,14,10244,3,LPT60,DNp55,42,3,True,False
LPLC2,19721,6,33037,7,AVLP040,DNp69,42,6,True,False
LPLC2,12145,42,11020,1,LoVP53,DNp05,42,1,False,False
LPLC2,26262,21,10558,2,LC31b,DNp35,42,2,False,False
LC4,27860,3,10259,14,LC9,DNp11,42,3,True,False
LC4,10780,3,10259,14,AVLP396,DNp11,42,3,True,False
LC4,20074,3,10417,14,LPLC1,DNp103,42,3,True,False
LPLC2,12233,6,10601,7,AVLP708m,DNpe025,42,6,True,False
LC4,16723,14,11137,3,CB3201,DNp04,42,3,True,False
LC4,15890,7,575082,6,PVLP071,DNpe021,42,6,True,False
LC4,11883,42,11020,1,PVLP017,DNp05,42,1,False,False
LPLC2,11287,7,575082,6,WED108,DNpe021,42,6,True,False
LPLC2,40209,14,10283,3,PVLP126_b,DNp103,42,3,True,False
LC4,10315,3,10283,14,SAD073,DNp103,42,3,True,False
LPLC2,92625,42,536048,1,LPLC4,DNp27,42,1,False,False
LPLC2,11043,14,12218,3,LPT60,DNpe031,42,3,True,False
LPLC2,526031,21,519771,2,PVLP021,DNp71,42,2,False,False
LPLC2,27882,42,10063,1,LPLC4,DNp27,42,1,False,False
LPLC2,14091,6,519771,7,CB3544,DNp71,42,6,True,False
LC4,12184,42,10280,1,PVLP122,DNp47,42,1,False,False
LPLC2,12145,42,10280,1,LoVP53,DNp47,42,1,False,False
LPLC2,11832,7,11137,6,CL367,DNp04,42,6,True,False
LPLC2,12145,42,10283,1,LoVP53,DNp103,42,1,False,False
LPLC2,526031,21,531898,2,PVLP021,DNp04,42,2,False,False
LC4,11883,42,11632,1,PVLP017,DNpe052,42,1,False,False
LPLC2,12052,1,10228,42,LPLC1,DNp06,42,1,False,False
LPLC2,38037,1,10228,42,PLP018,DNp06,42,1,False,False
LC4,26769,2,11177,21,LC31a,DNp09,42,2,False,False
LC4,518733,3,10117,14,AN17B013,DNp02,42,3,True,False
LC4,16815,6,10030,7,GNG343,pIP1,42,6,True,False
LPLC2,92625,42,11573,1,LPLC4,DNpe021,42,1,False,False
LPLC2,82816,1,10752,42,LPLC1,DNp03,42,1,False,False
LPLC2,35849,1,11088,42,,DNp55,42,1,False,False
LPLC2,11569,3,10931,14,5-HTPLP01,DNpe045,42,3,True,False
LC4,16931,3,11334,14,SAD073,DNpe045,42,3,True,False
LC4,21003,3,10752,14,LPLC1,DNp03,42,3,True,False
LC4,11883,42,10580,1,PVLP017,DNp70,42,1,False,False
LPLC2,22552,2,10223,21,AVLP552,DNpe056,42,2,False,False
LPLC2,15815,6,10030,7,PVLP021,pIP1,42,6,True,False
LPLC2,32508,3,10732,14,LPLC4,DNpe056,42,3,True,False
LC4,19365,6,10259,7,Li17,DNp11,42,6,True,False
LC4,16815,6,10259,7,GNG343,DNp11,42,6,True,False
LPLC2,21301,42,10143,1,AVLP711m,DNp30,42,1,False,False
LC4,21684,3,10228,14,LPLC1,DNp06,42,3,True,False
LPLC2,21301,42,11573,1,AVLP711m,DNpe021,42,1,False,False
LC4,11883,42,11137,1,PVLP017,DNp04,42,1,False,False
LC4,11883,42,10705,1,PVLP017,DNc02,42,1,False,False
LC4,10910,6,10244,7,PPM1203,DNp55,42,6,True,False
LPLC2,10914,7,10558,6,LoVC18,DNp35,42,6,True,False
LPLC2,11509,7,522345,6,AVLP339,DNpe037,42,6,True,False
LPLC2,21877,3,12218,14,LC31a,DNpe031,42,3,True,False
LPLC2,12145,42,10068,1,LoVP53,DNp30,42,1,False,False
LC4,21877,3,12218,14,LC31a,DNpe031,42,3,True,False
LPLC2,520188,6,10584,7,AVLP610,DNp06,42,6,True,False
LPLC2,12145,42,575082,1,LoVP53,DNpe021,42,1,False,False
LC4,29865,1,10558,42,LC31a,DNp35,42,1,False,False
LC4,16815,6,10296,7,GNG343,DNge054,42,6,True,False
LC4,11883,42,575082,1,PVLP017,DNpe021,42,1,False,False
LC4,11626,7,10065,6,PLP208,DNb05,42,6,True,False
LC4,10315,3,10584,14,SAD073,DNp06,42,3,True,False
LPLC2,14033,42,33037,1,PVLP150,DNp69,42,1,False,False
LPLC2,21339,2,11334,21,,DNpe045,42,2,False,False
LPLC2,16870,14,11159,3,CB3019,DNp71,42,3,True,False
LC4,13088,21,10752,2,CB1932,DNp03,42,2,False,False
LPLC2,12145,42,10296,1,LoVP53,DNge054,42,1,False,False
LC4,15959,6,10010,7,SAD014,DNp01,42,6,True,False
LPLC2,56605,6,10118,7,LLPC2,DNb05,42,6,True,False
LC4,10450,6,10923,7,LT62,DNg40,42,6,True,False
LPLC2,529811,7,10228,6,AVLP476,DNp06,42,6,True,False
LPLC2,87956,14,10783,3,CB3019,DNp09,42,3,True,False
LPLC2,43333,6,11020,7,LC22,DNp05,42,6,True,False
LPLC2,21301,42,10590,1,AVLP711m,DNpe052,42,1,False,False
LPLC2,19721,6,10931,7,AVLP040,DNpe045,42,6,True,False
LPLC2,20137,3,10558,14,PVLP080_b,DNp35,42,3,True,False
LC4,16723,14,11133,3,CB3201,DNp70,42,3,True,False
LPLC2,27882,42,10296,1,LPLC4,DNge054,42,1,False,False
LC4,10512,6,10197,7,ANXXX109,DNp02,42,6,True,False
LC4,524005,42,10590,1,LAL026_b,DNpe052,42,1,False,False
LC4,16485,3,10558,14,CB4179,DNp35,42,3,True,False
LPLC2,14786,21,10068,2,AVLP746m,DNp30,42,2,False,False
LPLC2,21640,21,10234,2,CB0929,DNp35,42,2,False,False
LPLC2,19748,41,11159,1,PVLP028,DNp71,41,1,False,False
LC4,17677,1,10989,41,LPLC4,DNp03,41,1,False,False
LC4,544664,1,10228,41,LC31a,DNp06,41,1,False,False
LPLC2,19748,41,10068,1,PVLP028,DNp30,41,1,False,False
LPLC2,18155,41,11573,1,LPLC4,DNpe021,41,1,False,False
LC4,521463,41,524001,1,CB3201,DNp05,41,1,False,False
LPLC2,19748,41,11290,1,PVLP028,DNp66,41,1,False,False
LPLC2,19748,41,575082,1,PVLP028,DNpe021,41,1,False,False
LC4,958377,41,10259,1,UNKNOWN,DNp11,41,1,False,False
LC4,30597,1,10296,41,WED166_d,DNge054,41,1,False,False
LC4,521463,41,10361,1,CB3201,DNg40,41,1,False,False
LC4,958377,41,531898,1,UNKNOWN,DNp04,41,1,False,False
LC4,41612,1,10117,41,CB1638,DNp02,41,1,False,False
LPLC2,19748,41,10752,1,PVLP028,DNp03,41,1,False,False
LPLC2,19748,41,519771,1,PVLP028,DNp71,41,1,False,False
LC4,15281,5,10106,8,Li17,DNp11,40,5,True,False
LC4,10867,4,11020,10,PVLP076,DNp05,40,4,True,False
LC4,95237,10,10713,4,PVLP111,DNp42,40,4,True,False
LC4,581131,20,10234,2,PS306,DNp35,40,2,False,False
LPLC2,35436,4,10558,10,LHAV2b4,DNp35,40,4,True,False
LPLC2,78011,4,10558,10,CB4102,DNp35,40,4,True,False
LC4,14879,5,10106,8,Li11a,DNp11,40,5,True,False
LC4,14731,5,10259,8,LPLC1,DNp11,40,5,True,False
LPLC2,552790,2,10118,20,LLPC2,DNb05,40,2,False,False
LPLC2,31592,4,10584,10,LPLC1,DNp06,40,4,True,False
LPLC2,17889,2,12218,20,AVLP037,DNpe031,40,2,False,False
LPLC2,562991,20,10280,2,LoVP85,DNp47,40,2,False,False
LC4,13722,2,10417,20,LC23,DNp103,40,2,False,False
LPLC2,520392,4,524001,10,LC22,DNp05,40,4,True,False
LC4,11252,20,12222,2,PVLP017,DNpe031,40,2,False,False
LC4,54235,2,10558,20,LC31a,DNp35,40,2,False,False
LC4,520606,2,10234,20,PVLP014,DNp35,40,2,False,False
LC4,11252,20,10197,2,PVLP017,DNp02,40,2,False,False
LC4,10494,1,12222,40,AVLP076,DNpe031,40,1,False,False
LPLC2,19509,4,536048,10,LC14b,DNp27,40,4,True,False
LPLC2,544664,4,12222,10,LC31a,DNpe031,40,4,True,False
LPLC2,11272,4,11133,10,PVLP062,DNp70,40,4,True,False
LC4,524162,40,10197,1,SAD023,DNp02,40,1,False,False
LPLC2,17426,1,10117,40,PVLP123,DNp02,40,1,False,False
LC4,17596,8,10259,5,Li28,DNp11,40,5,True,False
LPLC2,13794,8,11020,5,PVLP021,DNp05,40,5,True,False
LC4,54235,2,11177,20,LC31a,DNp09,40,2,False,False
LPLC2,115313,2,10259,20,LPLC1,DNp11,40,2,False,False
LC4,11303,8,10989,5,PLP211,DNp03,40,5,True,False
LC4,11252,20,10361,2,PVLP017,DNg40,40,2,False,False
LC4,39206,4,10106,10,LPLC1,DNp11,40,4,True,False
LC4,12957,40,10063,1,LT61b,DNp27,40,1,False,False
LC4,12870,5,12628,8,AVLP500,DNpe042,40,5,True,False
LPLC2,41860,2,11177,20,LC9,DNp09,40,2,False,False
LPLC2,39206,4,10106,10,LPLC1,DNp11,40,4,True,False
LPLC2,19476,2,10783,20,LC9,DNp09,40,2,False,False
LPLC2,524375,8,12222,5,CB1108,DNpe031,40,5,True,False
LPLC2,17939,4,10106,10,PVLP046,DNp11,40,4,True,False
LC4,31281,10,12628,4,LC31b,DNpe042,40,4,True,False
LPLC2,11169,2,11513,20,LPT52,DNp07,40,2,False,False
LPLC2,25178,4,10584,10,LPLC1,DNp06,40,4,True,False
LPLC2,379472489,10,10010,4,UNKNOWN,DNp01,40,4,True,False
LC4,103145,20,522345,2,PLP106,DNpe037,40,2,False,False
LPLC2,72607,5,10106,8,LPC1,DNp11,40,5,True,False
LPLC2,515974,5,12218,8,LC31a,DNpe031,40,5,True,False
LPLC2,25438,40,10223,1,SAD064,DNpe056,40,1,False,False
LC4,11187,8,536048,5,LoVP54,DNp27,40,5,True,False
LPLC2,16474,8,10283,5,LT60,DNp103,40,5,True,False
LC4,18211,8,10001,5,CB4118,DNp01,40,5,True,False
LPLC2,12114,4,10259,10,LPLC1,DNp11,40,4,True,False
LPLC2,15253,2,10228,20,LPLC1,DNp06,40,2,False,False
LC4,14252,8,10417,5,CB3682,DNp103,40,5,True,False
LPLC2,16603,1,10118,40,CB4176,DNb05,40,1,False,False
LPLC2,36377,2,10584,20,LPLC1,DNp06,40,2,False,False
LPLC2,25839,40,11573,1,AVLP176_d,DNpe021,40,1,False,False
LPLC2,11169,2,10065,20,LPT52,DNb05,40,2,False,False
LC4,31371,2,10106,20,LC9,DNp11,40,2,False,False
LPLC2,10172,20,10449,2,AVLP080,DNpe025,40,2,False,False
LC4,518732,4,10283,10,LC31a,DNp103,40,4,True,False
LPLC2,13271,8,10783,5,PVLP018,DNp09,40,5,True,False
LC4,11252,20,531898,2,PVLP017,DNp04,40,2,False,False
LPLC2,11055,10,10783,4,LT62,DNp09,40,4,True,False
LC4,11782,10,10223,4,SAD106,DNpe056,40,4,True,False
LPLC2,513904,10,10931,4,SAD049,DNpe045,40,4,True,False
LPLC2,49678,20,10259,2,MeLo13,DNp11,40,2,False,False
LC4,23906,4,10283,10,LPLC1,DNp103,40,4,True,False
LPLC2,15597,4,10417,10,,DNp103,40,4,True,False
LPLC2,14149,8,10228,5,PVLP031,DNp06,40,5,True,False
LPLC2,50076,4,10283,10,CB4162,DNp103,40,4,True,False
LC4,524162,40,10580,1,SAD023,DNp70,40,1,False,False
LC4,11272,8,10783,5,PVLP062,DNp09,40,5,True,False
LC4,951387507,40,10361,1,,DNg40,40,1,False,False
LC4,520488,10,10580,4,AVLP202,DNp70,40,4,True,False
LPLC2,25435,2,10752,20,LPLC1,DNp03,40,2,False,False
LC4,29529,2,10989,20,LPLC1,DNp03,40,2,False,False
LC4,21540,2,10989,20,LPLC1,DNp03,40,2,False,False
LPLC2,562991,20,536048,2,LoVP85,DNp27,40,2,False,False
LPLC2,11219,20,536048,2,LT82a,DNp27,40,2,False,False
LC4,11252,20,536048,2,PVLP017,DNp27,40,2,False,False
LPLC2,11055,10,11133,4,LT62,DNp70,40,4,True,False
LC4,12693,2,10752,20,PS180,DNp03,40,2,False,False
LC4,13472,8,10234,5,SAD053,DNp35,40,5,True,False
LC4,524162,40,10361,1,SAD023,DNg40,40,1,False,False
LPLC2,25839,40,10923,1,AVLP176_d,DNg40,40,1,False,False
LC4,513125,8,11290,5,CB3302,DNp66,40,5,True,False
LPLC2,107939,5,10283,8,LPLC1,DNp103,40,5,True,False
LPLC2,25438,40,531898,1,SAD064,DNp04,40,1,False,False
LPLC2,19895,40,11137,1,PVLP072,DNp04,40,1,False,False
LC4,951387507,40,531898,1,,DNp04,40,1,False,False
LC4,12957,40,10106,1,LT61b,DNp11,40,1,False,False
LC4,24644,40,10106,1,MeLo13,DNp11,40,1,False,False
LC4,524162,40,10259,1,SAD023,DNp11,40,1,False,False
LC4,11303,8,10030,5,PLP211,pIP1,40,5,True,False
LPLC2,10115,1,10234,40,AVLP016,DNp35,40,1,False,False
LPLC2,25438,40,10030,1,SAD064,pIP1,40,1,False,False
LC4,19082,4,10001,10,CB1314,DNp01,40,4,True,False
LC4,16168,5,10417,8,GNG343,DNp103,40,5,True,False
LPLC2,562991,20,10143,2,LoVP85,DNp30,40,2,False,False
LC4,21220,1,10989,40,LPLC1,DNp03,40,1,False,False
LPLC2,17008,8,10449,5,PVLP034,DNpe025,40,5,True,False
LC4,518682,4,10377,10,LC23,DNge054,40,4,True,False
LPLC2,112992,10,11573,4,LoVP26,DNpe021,40,4,True,False
LC4,24825,20,575082,2,CB1932,DNpe021,40,2,False,False
LPLC2,15138,5,11159,8,PVLP031,DNp71,40,5,True,False
LPLC2,15597,4,10931,10,,DNpe045,40,4,True,False
LPLC2,15597,4,10361,10,,DNg40,40,4,True,False
LC4,524162,40,10091,1,SAD023,DNpe042,40,1,False,False
LPLC2,31132,4,10989,10,LPLC1,DNp03,40,4,True,False
LC4,519260,10,11290,4,,DNp66,40,4,True,False
LC4,19677,1,524001,40,LPLC4,DNp05,40,1,False,False
LC4,520488,10,11159,4,AVLP202,DNp71,40,4,True,False
LC4,11303,8,575082,5,PLP211,DNpe021,40,5,True,False
LPLC2,10266,4,10038,10,LT87,pIP1,40,4,True,False
LC4,10200,8,10590,5,LT87,DNpe052,40,5,True,False
LC4,12056,4,11573,10,WED046,DNpe021,40,4,True,False
LC4,19864,5,11177,8,CB3879,DNp09,40,5,True,False
LPLC2,35242,4,10732,10,LLPC1,DNpe056,40,4,True,False
LC4,581131,20,10038,2,PS306,pIP1,40,2,False,False
LPLC2,512070,10,10590,4,PVLP135,DNpe052,40,4,True,False
LPLC2,25438,40,524001,1,SAD064,DNp05,40,1,False,False
LPLC2,11430,4,10223,10,LPT52,DNpe056,40,4,True,False
LC4,32170,5,10957,8,LC31a,DNp69,40,5,True,False
LC4,11163,1,524001,40,LT51,DNp05,40,1,False,False
LC4,16144,8,575082,5,LoVP26,DNpe021,40,5,True,False
LPLC2,38890,20,524001,2,LoVP93,DNp05,40,2,False,False
LC4,25840,1,10065,40,LPLC4,DNb05,40,1,False,False
LPLC2,10685,4,10063,10,LoVP101,DNp27,40,4,True,False
LC4,11252,20,10244,2,PVLP017,DNp55,40,2,False,False
LC4,11252,20,10931,2,PVLP017,DNpe045,40,2,False,False
LPLC2,10172,20,10580,2,AVLP080,DNp70,40,2,False,False
LC4,951387507,40,10449,1,,DNpe025,40,1,False,False
LPLC2,59347,20,524001,2,AVLP711m,DNp05,40,2,False,False
LC4,12957,40,12222,1,LT61b,DNpe031,40,1,False,False
LC4,12957,40,12218,1,LT61b,DNpe031,40,1,False,False
LC4,11252,20,10091,2,PVLP017,DNpe042,40,2,False,False
LPLC2,25438,40,519771,1,SAD064,DNp71,40,1,False,False
LPLC2,18384,13,10296,3,LPLC4,DNge054,39,3,True,False
LC4,10675,39,10091,1,LT66,DNpe042,39,1,False,False
LC4,10780,3,33037,13,AVLP396,DNp69,39,3,True,False
LPLC2,517426,39,10143,1,PVLP026,DNp30,39,1,False,False
LPLC2,16089,39,10283,1,PVLP139,DNp103,39,1,False,False
LPLC2,39151,3,10584,13,LPLC1,DNp06,39,3,True,False
LPLC2,21540,3,10584,13,LPLC1,DNp06,39,3,True,False
LC4,23030,3,10584,13,LPLC1,DNp06,39,3,True,False
LC4,14119,3,10377,13,AN09B023,DNge054,39,3,True,False
LPLC2,517426,39,10091,1,PVLP026,DNpe042,39,1,False,False
LC4,10675,39,10283,1,LT66,DNp103,39,1,False,False
LPLC2,14867,3,10106,13,Li11a,DNp11,39,3,True,False
LPLC2,517426,39,10705,1,PVLP026,DNc02,39,1,False,False
LC4,17803,13,506334,3,CB1932,DNp42,39,3,True,False
LPLC2,18960,13,10732,3,AVLP203_c,DNpe056,39,3,True,False
LPLC2,517426,39,10234,1,PVLP026,DNp35,39,1,False,False
LC4,10675,39,10234,1,LT66,DNp35,39,1,False,False
LPLC2,27620,39,10106,1,CB1638,DNp11,39,1,False,False
LPLC2,20481,39,10038,1,LPLC4,pIP1,39,1,False,False
LPLC2,13110,1,10234,39,LPLC1,DNp35,39,1,False,False
LPLC2,20074,1,10234,39,LPLC1,DNp35,39,1,False,False
LPLC2,28427,13,506334,3,,DNp42,39,3,True,False
LC4,19210,1,10989,39,LPLC1,DNp03,39,1,False,False
LPLC2,17584,1,10931,39,PVLP123,DNpe045,39,1,False,False
LPLC2,16424,13,10117,3,PVLP027,DNp02,39,3,True,False
LPLC2,531985,13,575082,3,PVLP010,DNpe021,39,3,True,False
LPLC2,10269,13,10143,3,OA-AL2i2,DNp30,39,3,True,False
LPLC2,517426,39,12218,1,PVLP026,DNpe031,39,1,False,False
LPLC2,16424,13,33037,3,PVLP027,DNp69,39,3,True,False
LC4,26167,1,10989,39,LPLC4,DNp03,39,1,False,False
LC4,15935,3,10377,13,LPLC4,DNge054,39,3,True,False
LPLC2,32341,39,506334,1,LPLC4,DNp42,39,1,False,False
LC4,16485,3,10010,13,CB4179,DNp01,39,3,True,False
LPLC2,28427,13,10038,3,,pIP1,39,3,True,False
LPLC2,37331,13,10106,3,MeLo13,DNp11,39,3,True,False
